5.688541334370138713e+01,6.213157309763157343e+01,6.521309901243598972e+01,6.902297931569341927e+01,7.138482452410381995e+01,7.422395734842520199e+01
6.471006821897810823e+01,6.566372277586206962e+01,6.734783464887640037e+01,7.313519424048095630e+01,7.441750135741934002e+01,8.384015572964169394e+01
6.556282858604650698e+01,6.682793372706630919e+01,7.048441762795275167e+01,7.732262220762154925e+01,8.097125351461590981e+01,8.411338298680200865e+01
6.636304334879999089e+01,6.864723859072462631e+01,7.078240287995824076e+01,7.815534162360334847e+01,8.128989502556390789e+01,8.572923938989167425e+01
6.990391444015443767e+01,7.085409024096384201e+01,7.305437581967211713e+01,7.975907405329593303e+01,8.184970701483679534e+01,8.584766460649819919e+01
7.114711975956284107e+01,7.378390482507288084e+01,7.597607727272726663e+01,8.046308224918830376e+01,8.225415897493036255e+01,8.589968288348698877e+01
7.173912927731092282e+01,7.471548843806647255e+01,7.645944078947368894e+01,8.168091645390069289e+01,8.467933042285712020e+01,8.673724693726937574e+01
7.425934583259910937e+01,7.587815140089085730e+01,7.755790436619717809e+01,8.255839234787018199e+01,8.497330978546712288e+01,8.734916785282258900e+01
7.547702702654866869e+01,7.748488111200495609e+01,7.888280727272726267e+01,8.327080724299065650e+01,8.531991890061350148e+01,8.776042570621467576e+01
7.762132231325301746e+01,7.851403672233820430e+01,7.948880590909089960e+01,8.396525001788907616e+01,8.631704129851799223e+01,8.837440570870337808e+01
